Index,Points,Expansions,PlayerCount,Platform,A Sickening Lurch,Arborec,Argent Flight,Avarice Rex,Barony of Letnev,Clan of Saar,Crimson Rebellion,Deepwrought Scholarate,El Nen Janovet,Embers of Muaat,Emirates of Hacan,Empyrean,Expansions_y,Federation of Sol,Firmament,Ghosts of Creuss,Il Na Viroset,"Il Sai Lakoe, Herald of Thorns",Keleres Argent,Keleres Mentak,KeleresMentakArgent,KeleresMentakMentak,KeleresMentakXxcha,Keleres Xxcha,L1Z1X Mindnet,Last Bastion,Mahact Gene-Sorcerers,Mentak Coalition,Naalu Collective,Naaz-Rokha Alliance,Nekro Virus,Nomad,Obsidian,Platform_y,PlayerCount_y,Radiant Aur,Ral Nel Consortium,Ruby Monarch,Saint of Swords,Sardakk N'orr,Titans of Ul,Universities of Jol-Nar,Vuil'raith Cabal,Winnu,Xxcha Kingdom,Yin Brotherhood,Yssaril Tribes
16104,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
16135,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
16240,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,1,0,0,0
16402,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,1,0,0,1,1
16640,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,1,0,0,0,0
16644,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,1,0
16653,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,0
16657,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,1,1,1,0
16722,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,1
16859,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,1,1
16865,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,1
16925,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,1,0,0,0
17002,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,0
17132,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,1,1
17145,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,1,0
17152,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,0,1
17277,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,1,0
17286,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,1,1,0,0,0,0
17344,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,1,1
17497,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,1
17516,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,0
17525,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
17550,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,1,0,0,0,0
17584,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,1,0
17683,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,0,0
17725,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,1,0,0,0,0,0
17755,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
17761,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,0
11851,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,1
12186,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,0
12499,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,1,0,0,0,0,1
12696,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,1,1
12898,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,0
12916,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,1,1,0
13159,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,1,0
13206,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,1
13401,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,0,1
13476,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,1,0,0,0,1
13503,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,0
13589,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,1
13676,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,1,0,0
13755,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,1,0
13782,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,1,1,0,1,0
13824,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,1
13871,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,1,0,0
13874,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
13930,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
13964,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,1,0,0,0
13972,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,1,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
14023,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
14040,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,1
14102,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,1,0
14270,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,0,0
14298,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,0
14344,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,0
14478,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,1,0,0,0,0
14490,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,1,0,0,0,0
14555,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,1,1,0,0,0
14562,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,1,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,1,1
14564,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,0,0
14643,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,0,1
14666,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,1,0,0
14679,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,1,0,0
14719,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,1,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
14864,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,1
14882,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,0
14939,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,1,0,0,0
15035,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
15074,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,1,0
15111,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
15136,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,1,0,0,1
15167,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,0
15206,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,0,1
15215,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,1,0,0,0
15244,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,0,1,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,0,0
15256,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,1,0,0
15265,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
15276,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,1,1,0
15338,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,0
15343,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,1,0,1,0,1,0,0,0
15432,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,1,0,0
15455,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,1
15468,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,1,0
15536,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,1,0,0
15571,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,0,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,1
15606,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,0,0,0,0,0,1
15619,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,1,0,1
15737,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,0,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,0
15792,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,0,0
15886,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,1,0,0,0,0,1
15989,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,1,1,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,1,0
16012,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,1,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
16296,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,0,0,0,0,1,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,1,0,0,1
16416,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,1,0,0,0,0,0,0,0,0,0,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Tabletop Simulator,6,0,0,0,0,1,0,1,1,0,0,0,0
16535,10,Prophecy of Kings Only,6,Tabletop Simulator,0,1,0,0,1,0,0,0,0,0,0,1,Prophecy of Kings Only,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Tabletop Simulator,6,0,0,0,0,0,0,0,0,0,0,0,0
16604,10,Prophecy of Kings Only,6,Tabletop Simulator,0,0,0,0,0,1,0,0,0,0,0,1,Prophecy of Kings Only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Tabletop Simulator,6,0,0,0,0,0,0,0,1,0,0,0,0
