Index,WinningFaction
12556,FederationofSol
12584,TitansofUl
12605,FederationofSol
12634,YssarilTribes
12645,BaronyofLetnev
12646,Winnu
12672,NekroVirus
12784,MahactGeneSorcerers
12792,FederationofSol
12810,NaazRokhaAlliance
12812,KeleresArgent
12842,Vuil'raithCabal
12853,Winnu
12897,BaronyofLetnev
12921,NaaluCollective
12930,ClanofSaar
12947,YssarilTribes
12969,XxchaKingdom
13005,NekroVirus
13030,YssarilTribes
13056,YinBrotherhood
13079,YinBrotherhood
13104,ClanofSaar
13106,Arborec
13126,NaaluCollective
13130,XxchaKingdom
13137,TitansofUl
13151,FederationofSol
13168,EmiratesofHacan
13177,FederationofSol
13186,UniversitiesofJolNar
13191,ClanofSaar
13221,NaazRokhaAlliance
13288,NekroVirus
13289,Empyrean
13320,NaaluCollective
13335,Empyrean
13340,ClanofSaar
13341,NaaluCollective
13345,YssarilTribes
13346,Winnu
13347,KeleresMentak
13349,MentakCoalition
13350,BaronyofLetnev
13375,NekroVirus
13377,KeleresMentak
13404,MahactGeneSorcerers
13405,TitansofUl
13411,FederationofSol
13415,MentakCoalition
13417,NaazRokhaAlliance
13439,ClanofSaar
13442,TitansofUl
13447,Empyrean
13481,EmbersofMuaat
13515,FederationofSol
13526,EmbersofMuaat
13534,L1Z1XMindnet
13545,UniversitiesofJolNar
13548,Winnu
13569,Empyrean
13576,MahactGeneSorcerers
13613,Vuil'raithCabal
13616,TitansofUl
13624,Empyrean
13634,KeleresMentak
13649,EmiratesofHacan
13650,NekroVirus
13654,L1Z1XMindnet
13659,ClanofSaar
13669,Vuil'raithCabal
13672,MahactGeneSorcerers
13686,Arborec
13695,Nomad
13702,UniversitiesofJolNar
13715,Empyrean
13753,Arborec
13765,MahactGeneSorcerers
13766,EmiratesofHacan
13767,EmbersofMuaat
13773,Vuil'raithCabal
13777,MahactGeneSorcerers
13787,SardakkN'orr
13811,NekroVirus
13823,TitansofUl
13826,BaronyofLetnev
13855,NekroVirus
13856,XxchaKingdom
13857,NaazRokhaAlliance
13869,Vuil'raithCabal
13870,Winnu
13873,KeleresMentak
13886,MentakCoalition
13923,ArgentFlight
13971,Nomad
13984,FederationofSol
14039,YssarilTribes
14063,MahactGeneSorcerers
14097,Nomad
14104,GhostsofCreuss
14124,GhostsofCreuss
14221,Empyrean
14277,NaaluCollective
2,GhostsofCreuss
3,EmiratesofHacan
4,FederationofSol
5,EmbersofMuaat
6,ClanofSaar
20,Winnu
22,EmiratesofHacan
58,FederationofSol
66,DeepwroughtScholarate
69,DeepwroughtScholarate
71,MahactGeneSorcerers
79,YssarilTribes
119,GhostsofCreuss
133,UniversitiesofJolNar
145,Nomad
156,YssarilTribes
161,NekroVirus
231,XxchaKingdom
1403,KeleresMentak
1439,LastBastion
1465,XxchaKingdom
1597,UniversitiesofJolNar
1600,Firmament
1629,NaazRokhaAlliance
1634,LastBastion
1656,GhostsofCreuss
1662,Firmament
1715,ClanofSaar
1765,MentakCoalition
1805,GhostsofCreuss
1834,RalNelConsortium
1837,CrimsonRebellion
1841,TitansofUl
1843,FederationofSol
1857,Firmament
1860,NaaluCollective
1862,GhostsofCreuss
1890,YinBrotherhood
1893,LastBastion
1911,DeepwroughtScholarate
1927,FederationofSol
1945,FederationofSol
1980,Vuil'raithCabal
1985,GhostsofCreuss
1988,RalNelConsortium
1996,NaazRokhaAlliance
1999,Winnu
2007,CrimsonRebellion
2017,BaronyofLetnev
2027,L1Z1XMindnet
2029,MahactGeneSorcerers
2038,Winnu
2040,GhostsofCreuss
2044,GhostsofCreuss
2061,YinBrotherhood
2067,NaazRokhaAlliance
2085,Nomad
2147,TitansofUl
2197,MahactGeneSorcerers
2209,Winnu
2211,UniversitiesofJolNar
2219,L1Z1XMindnet
2224,GhostsofCreuss
2227,NekroVirus
2231,KeleresMentak
2236,DeepwroughtScholarate
2238,YssarilTribes
2250,EmbersofMuaat
2254,UniversitiesofJolNar
2267,NekroVirus
2270,Vuil'raithCabal
2274,Vuil'raithCabal
2299,MentakCoalition
2395,DeepwroughtScholarate
2420,FederationofSol
2422,CrimsonRebellion
2426,KeleresXxcha
2430,UniversitiesofJolNar
2432,BaronyofLetnev
2439,XxchaKingdom
2443,MentakCoalition
2449,Empyrean
2450,FederationofSol
2457,UniversitiesofJolNar
2460,CrimsonRebellion
2461,EmiratesofHacan
2704,KeleresMentak
2854,RalNelConsortium
3072,LastBastion
3074,CrimsonRebellion
3591,YinBrotherhood
3654,LastBastion
3727,EmbersofMuaat
3765,NaaluCollective
3787,RalNelConsortium
3892,LastBastion
2825,RubyMonarch
3044,RubyMonarch
3253,IlSaiLakoeHeraldofThorns
3540,IlNaViroset
7593,Winnu
9668,MentakCoalition
12492,XxchaKingdom
13080,ClanofSaar
13736,UniversitiesofJolNar
13819,MentakCoalition
13822,GhostsofCreuss
14268,MentakCoalition
14451,NaaluCollective
14692,MentakCoalition
14725,FederationofSol
15538,NekroVirus
15758,NaaluCollective
15836,YinBrotherhood
15921,Winnu
16465,EmbersofMuaat
17105,BaronyofLetnev
17253,EmiratesofHacan
70,ASickeningLurch
103,AvariceRex
163,RadiantAur
192,IlNaViroset
205,IlNaViroset
276,RadiantAur
304,IlNaViroset
309,ElNenJanovet
312,AvariceRex
372,RadiantAur
426,SaintofSwords
474,ElNenJanovet
486,AvariceRex
516,IlSaiLakoeHeraldofThorns
518,IlNaViroset
609,AvariceRex
624,IlSaiLakoeHeraldofThorns
632,IlNaViroset
667,AvariceRex
672,IlSaiLakoeHeraldofThorns
683,SaintofSwords
703,IlNaViroset
714,RadiantAur
725,RubyMonarch
741,SaintofSwords
787,IlSaiLakoeHeraldofThorns
847,IlNaViroset
870,RubyMonarch
883,IlNaViroset
922,IlNaViroset
954,SaintofSwords
958,IlSaiLakoeHeraldofThorns
970,ASickeningLurch
1057,SaintofSwords
1058,IlNaViroset
1063,ASickeningLurch
1084,IlSaiLakoeHeraldofThorns
1108,IlNaViroset
1125,ASickeningLurch
1130,IlSaiLakoeHeraldofThorns
1182,AvariceRex
1212,IlNaViroset
1222,RadiantAur
1259,IlNaViroset
1275,RubyMonarch
1285,SaintofSwords
1306,IlNaViroset
1315,ASickeningLurch
1323,RadiantAur
1363,SaintofSwords
1389,ASickeningLurch
1407,RubyMonarch
1431,RadiantAur
1452,ASickeningLurch
1454,IlNaViroset
1490,RubyMonarch
1491,RubyMonarch
1509,IlSaiLakoeHeraldofThorns
1544,ASickeningLurch
1548,IlNaViroset
1549,ASickeningLurch
1581,IlNaViroset
1604,SaintofSwords
1624,ASickeningLurch
1626,ElNenJanovet
1646,ASickeningLurch
1675,AvariceRex
1677,IlSaiLakoeHeraldofThorns
1679,IlSaiLakoeHeraldofThorns
1680,ASickeningLurch
1681,IlSaiLakoeHeraldofThorns
1682,AvariceRex
1683,SaintofSwords
1684,IlNaViroset
1685,SaintofSwords
1686,IlSaiLakoeHeraldofThorns
1687,IlSaiLakoeHeraldofThorns
1688,ElNenJanovet
1689,RadiantAur
1690,IlNaViroset
1691,IlNaViroset
1692,RadiantAur
1693,IlNaViroset
1694,SaintofSwords
1695,ElNenJanovet
1696,AvariceRex
1697,AvariceRex
1699,IlSaiLakoeHeraldofThorns
1700,IlNaViroset
1701,RadiantAur
1702,AvariceRex
1703,AvariceRex
1704,AvariceRex
1705,RubyMonarch
1706,RubyMonarch
1707,ElNenJanovet
1708,AvariceRex
1735,AvariceRex
1736,AvariceRex
1753,RadiantAur
1784,RadiantAur
1792,SaintofSwords
1799,ASickeningLurch
1800,AvariceRex
1815,ElNenJanovet
1856,SaintofSwords
1881,AvariceRex
1894,IlSaiLakoeHeraldofThorns
1902,IlNaViroset
1904,IlNaViroset
1908,ElNenJanovet
1929,IlNaViroset
1960,IlSaiLakoeHeraldofThorns
1964,IlSaiLakoeHeraldofThorns
1969,AvariceRex
1972,RadiantAur
1977,AvariceRex
1998,ElNenJanovet
2010,IlSaiLakoeHeraldofThorns
2014,AvariceRex
2031,IlNaViroset
2034,RubyMonarch
2074,IlNaViroset
2075,RadiantAur
2092,ASickeningLurch
2100,AvariceRex
2142,IlSaiLakoeHeraldofThorns
2169,RadiantAur
2200,IlSaiLakoeHeraldofThorns
2216,IlSaiLakoeHeraldofThorns
2226,RubyMonarch
2244,ElNenJanovet
2317,AvariceRex
2325,IlNaViroset
2329,IlNaViroset
2366,AvariceRex
2496,AvariceRex
2506,RadiantAur
2518,RadiantAur
2536,RadiantAur
2541,RubyMonarch
2557,ASickeningLurch
2565,AvariceRex
2567,AvariceRex
2591,IlSaiLakoeHeraldofThorns
2621,RubyMonarch
2624,AvariceRex
2648,AvariceRex
2651,RadiantAur
2672,IlNaViroset
2676,IlSaiLakoeHeraldofThorns
2690,ElNenJanovet
2696,IlNaViroset
2698,IlNaViroset
2709,RadiantAur
2737,IlSaiLakoeHeraldofThorns
2739,ElNenJanovet
2741,ASickeningLurch
2756,ASickeningLurch
2769,ElNenJanovet
2805,ASickeningLurch
2810,AvariceRex
2816,IlNaViroset
2830,ASickeningLurch
2834,ElNenJanovet
2842,AvariceRex
2856,ASickeningLurch
2861,IlSaiLakoeHeraldofThorns
2867,RubyMonarch
2869,RubyMonarch
2870,AvariceRex
2878,IlSaiLakoeHeraldofThorns
2882,RubyMonarch
2894,RadiantAur
2904,IlSaiLakoeHeraldofThorns
2911,SaintofSwords
2913,ElNenJanovet
2914,RubyMonarch
2919,RubyMonarch
2934,AvariceRex
2936,RadiantAur
2937,ElNenJanovet
2941,IlSaiLakoeHeraldofThorns
2950,AvariceRex
2967,AvariceRex
2983,RadiantAur
2985,IlNaViroset
2986,IlNaViroset
3001,RadiantAur
3003,IlNaViroset
3009,AvariceRex
3014,RubyMonarch
3023,AvariceRex
3026,RadiantAur
3041,RadiantAur
3051,SaintofSwords
3053,AvariceRex
3054,AvariceRex
3081,IlNaViroset
3084,AvariceRex
3085,RadiantAur
3092,ElNenJanovet
3093,IlSaiLakoeHeraldofThorns
3099,AvariceRex
3123,ASickeningLurch
3124,ElNenJanovet
3134,RadiantAur
3135,RubyMonarch
3154,AvariceRex
3159,AvariceRex
3166,IlNaViroset
3168,RadiantAur
3179,AvariceRex
3189,IlNaViroset
3195,RubyMonarch
3205,SaintofSwords
3207,IlSaiLakoeHeraldofThorns
3211,RubyMonarch
3214,AvariceRex
3227,RadiantAur
3229,SaintofSwords
3246,IlNaViroset
3250,ASickeningLurch
3255,RadiantAur
3274,IlNaViroset
3275,RubyMonarch
3281,ASickeningLurch
3285,AvariceRex
3293,IlNaViroset
3297,AvariceRex
3305,RubyMonarch
3310,ElNenJanovet
3320,RubyMonarch
3327,SaintofSwords
3329,SaintofSwords
3338,IlNaViroset
3352,RadiantAur
3353,IlSaiLakoeHeraldofThorns
3356,ASickeningLurch
3357,IlNaViroset
3369,ASickeningLurch
3375,IlNaViroset
3391,AvariceRex
3400,RadiantAur
3405,AvariceRex
3413,IlNaViroset
3431,ASickeningLurch
3489,IlNaViroset
3516,ElNenJanovet
3523,RadiantAur
3539,ASickeningLurch
3544,IlSaiLakoeHeraldofThorns
3554,RadiantAur
3559,RadiantAur
3562,IlNaViroset
3575,SaintofSwords
3593,IlNaViroset
3596,AvariceRex
3601,ElNenJanovet
3608,ElNenJanovet
3611,AvariceRex
3619,IlSaiLakoeHeraldofThorns
3622,ElNenJanovet
3625,IlNaViroset
3628,IlSaiLakoeHeraldofThorns
3632,IlSaiLakoeHeraldofThorns
3634,SaintofSwords
3635,ASickeningLurch
3636,RadiantAur
3637,AvariceRex
3638,AvariceRex
3641,IlSaiLakoeHeraldofThorns
3643,RubyMonarch
3648,RubyMonarch
12,XxchaKingdom
14,NekroVirus
17,MahactGeneSorcerers
27,CrimsonRebellion
39,YinBrotherhood
40,EmiratesofHacan
41,EmiratesofHacan
43,YssarilTribes
48,ClanofSaar
51,Winnu
54,Empyrean
55,SardakkN'orr
64,Empyrean
68,TitansofUl
80,NekroVirus
81,Winnu
83,CrimsonRebellion
89,YssarilTribes
91,KeleresXxcha
93,YinBrotherhood
95,MahactGeneSorcerers
96,MahactGeneSorcerers
99,NekroVirus
102,L1Z1XMindnet
105,EmiratesofHacan
111,MahactGeneSorcerers
120,YssarilTribes
121,SardakkN'orr
124,UniversitiesofJolNar
126,YinBrotherhood
129,RalNelConsortium
131,ClanofSaar
137,SardakkN'orr
139,RalNelConsortium
143,YssarilTribes
146,YssarilTribes
148,NekroVirus
153,Vuil'raithCabal
154,ClanofSaar
164,SardakkN'orr
165,YinBrotherhood
169,YinBrotherhood
171,YinBrotherhood
174,RalNelConsortium
177,DeepwroughtScholarate
181,SardakkN'orr
182,Arborec
185,Arborec
188,MentakCoalition
190,MahactGeneSorcerers
191,BaronyofLetnev
199,BaronyofLetnev
208,MahactGeneSorcerers
209,ClanofSaar
210,NaaluCollective
211,Vuil'raithCabal
214,TitansofUl
217,SardakkN'orr
218,Arborec
222,XxchaKingdom
223,YinBrotherhood
224,NaazRokhaAlliance
234,Vuil'raithCabal
235,FederationofSol
240,MentakCoalition
242,DeepwroughtScholarate
244,Empyrean
247,CrimsonRebellion
250,YssarilTribes
252,EmbersofMuaat
254,Winnu
256,ArgentFlight
261,YssarilTribes
263,SardakkN'orr
265,GhostsofCreuss
268,GhostsofCreuss
273,YssarilTribes
274,MahactGeneSorcerers
275,Winnu
279,NaazRokhaAlliance
282,NaaluCollective
284,NaazRokhaAlliance
287,XxchaKingdom
290,ArgentFlight
292,GhostsofCreuss
294,Winnu
295,YssarilTribes
297,MahactGeneSorcerers
301,UniversitiesofJolNar
306,RalNelConsortium
308,EmbersofMuaat
310,ClanofSaar
314,Nomad
315,Arborec
325,CrimsonRebellion
328,GhostsofCreuss
329,RalNelConsortium
332,Vuil'raithCabal
334,DeepwroughtScholarate
338,ClanofSaar
343,GhostsofCreuss
350,GhostsofCreuss
352,RalNelConsortium
353,XxchaKingdom
355,NaazRokhaAlliance
356,SardakkN'orr
359,NaaluCollective
360,BaronyofLetnev
361,NekroVirus
364,NaazRokhaAlliance
369,Vuil'raithCabal
374,EmbersofMuaat
376,RalNelConsortium
377,XxchaKingdom
380,EmiratesofHacan
385,NaaluCollective
397,DeepwroughtScholarate
398,Firmament
400,MahactGeneSorcerers
401,GhostsofCreuss
405,LastBastion
406,SardakkN'orr
407,KeleresMentak
408,Arborec
409,NekroVirus
410,NaaluCollective
412,TitansofUl
416,KeleresMentak
420,YssarilTribes
422,Nomad
425,YssarilTribes
427,EmbersofMuaat
428,NaazRokhaAlliance
431,TitansofUl
432,YssarilTribes
433,RalNelConsortium
434,Winnu
435,NaazRokhaAlliance
449,UniversitiesofJolNar
453,MentakCoalition
457,NaazRokhaAlliance
459,EmiratesofHacan
460,MahactGeneSorcerers
461,MahactGeneSorcerers
462,ClanofSaar
472,NekroVirus
478,EmiratesofHacan
480,NekroVirus
491,EmbersofMuaat
495,Winnu
496,KeleresMentak
500,Vuil'raithCabal
501,Empyrean
504,EmiratesofHacan
506,KeleresMentak
507,RalNelConsortium
514,RalNelConsortium
515,TitansofUl
522,DeepwroughtScholarate
527,XxchaKingdom
530,EmiratesofHacan
535,ClanofSaar
547,NekroVirus
554,MahactGeneSorcerers
556,ArgentFlight
570,EmiratesofHacan
584,YssarilTribes
592,LastBastion
598,Winnu
599,MentakCoalition
601,DeepwroughtScholarate
604,XxchaKingdom
612,TitansofUl
620,NaaluCollective
626,KeleresMentak
634,FederationofSol
639,NaaluCollective
643,L1Z1XMindnet
652,MentakCoalition
656,UniversitiesofJolNar
663,BaronyofLetnev
666,MentakCoalition
675,MentakCoalition
680,YssarilTribes
681,Firmament
682,ClanofSaar
688,EmbersofMuaat
691,Firmament
693,GhostsofCreuss
700,YssarilTribes
707,SardakkN'orr
708,SardakkN'orr
713,CrimsonRebellion
724,MentakCoalition
727,KeleresArgent
729,TitansofUl
731,NaazRokhaAlliance
735,RalNelConsortium
736,DeepwroughtScholarate
739,YinBrotherhood
759,MahactGeneSorcerers
760,NaaluCollective
762,Winnu
764,CrimsonRebellion
765,ClanofSaar
767,TitansofUl
770,Firmament
772,UniversitiesofJolNar
777,Empyrean
790,RalNelConsortium
803,UniversitiesofJolNar
805,EmbersofMuaat
807,Vuil'raithCabal
814,TitansofUl
818,Empyrean
819,NekroVirus
820,Vuil'raithCabal
821,Arborec
823,TitansofUl
829,EmiratesofHacan
832,RalNelConsortium
838,MahactGeneSorcerers
839,Vuil'raithCabal
842,Empyrean
852,KeleresMentak
853,BaronyofLetnev
857,Vuil'raithCabal
859,DeepwroughtScholarate
864,NaazRokhaAlliance
877,L1Z1XMindnet
880,Empyrean
884,CrimsonRebellion
886,LastBastion
889,MahactGeneSorcerers
891,MahactGeneSorcerers
892,ArgentFlight
894,FederationofSol
895,DeepwroughtScholarate
898,NaaluCollective
907,DeepwroughtScholarate
914,UniversitiesofJolNar
915,EmiratesofHacan
918,MahactGeneSorcerers
919,EmbersofMuaat
921,GhostsofCreuss
924,CrimsonRebellion
926,ClanofSaar
928,Nomad
930,LastBastion
936,YinBrotherhood
942,Empyrean
949,TitansofUl
952,EmiratesofHacan
963,Winnu
971,MahactGeneSorcerers
975,NaaluCollective
976,Empyrean
980,MahactGeneSorcerers
987,Winnu
988,LastBastion
989,NekroVirus
990,CrimsonRebellion
994,UniversitiesofJolNar
996,Vuil'raithCabal
997,Winnu
1000,EmbersofMuaat
1009,EmiratesofHacan
1018,TitansofUl
1020,Nomad
1022,CrimsonRebellion
1025,Nomad
1026,FederationofSol
1029,Arborec
1030,GhostsofCreuss
1032,CrimsonRebellion
1033,TitansofUl
1036,FederationofSol
1038,YssarilTribes
1039,CrimsonRebellion
1042,NaazRokhaAlliance
1045,XxchaKingdom
1049,GhostsofCreuss
1050,EmiratesofHacan
1052,ArgentFlight
1056,EmbersofMuaat
1071,MahactGeneSorcerers
1072,Nomad
1073,EmiratesofHacan
1078,GhostsofCreuss
1086,UniversitiesofJolNar
1088,EmiratesofHacan
1097,YssarilTribes
1098,L1Z1XMindnet
1105,ClanofSaar
1113,Winnu
1114,SardakkN'orr
1115,MahactGeneSorcerers
1117,MahactGeneSorcerers
1119,KeleresMentak
1120,LastBastion
1123,ClanofSaar
1133,SardakkN'orr
1142,GhostsofCreuss
1143,Arborec
1144,NekroVirus
1145,EmbersofMuaat
1146,EmiratesofHacan
1164,EmbersofMuaat
1167,YinBrotherhood
1168,KeleresMentak
1174,YssarilTribes
1176,SardakkN'orr
1177,ArgentFlight
1178,ArgentFlight
1180,YinBrotherhood
1181,MahactGeneSorcerers
1188,NekroVirus
1189,CrimsonRebellion
1195,ClanofSaar
1200,YssarilTribes
1201,XxchaKingdom
1202,LastBastion
1204,UniversitiesofJolNar
1206,YinBrotherhood
1207,LastBastion
1213,Winnu
1219,Vuil'raithCabal
1221,ArgentFlight
1232,Nomad
1240,NaazRokhaAlliance
1241,NekroVirus
1242,Nomad
1244,MahactGeneSorcerers
1245,ClanofSaar
1252,XxchaKingdom
1253,NaazRokhaAlliance
1260,EmiratesofHacan
1263,DeepwroughtScholarate
1264,RalNelConsortium
1266,ArgentFlight
1271,MentakCoalition
1273,NaaluCollective
1276,L1Z1XMindnet
1288,YinBrotherhood
1292,XxchaKingdom
1293,TitansofUl
1298,DeepwroughtScholarate
1303,FederationofSol
1309,YinBrotherhood
1310,Empyrean
1311,MentakCoalition
1316,UniversitiesofJolNar
1321,EmbersofMuaat
1324,KeleresMentak
1327,YssarilTribes
1330,NekroVirus
1332,Firmament
1335,BaronyofLetnev
1338,FederationofSol
1345,DeepwroughtScholarate
1349,SardakkN'orr
1352,GhostsofCreuss
1364,EmiratesofHacan
1366,XxchaKingdom
1367,MentakCoalition
1372,LastBastion
1373,FederationofSol
1383,UniversitiesofJolNar
1385,MentakCoalition
1386,FederationofSol
1392,YinBrotherhood
1398,MentakCoalition
1400,MahactGeneSorcerers
1402,Arborec
1404,MahactGeneSorcerers
1408,ArgentFlight
1409,YssarilTribes
1414,UniversitiesofJolNar
1418,RalNelConsortium
1424,MahactGeneSorcerers
1446,Empyrean
1447,XxchaKingdom
1453,NekroVirus
1457,KeleresMentak
1461,NaazRokhaAlliance
1463,SardakkN'orr
1467,NaazRokhaAlliance
1471,NaaluCollective
1475,YinBrotherhood
1477,MahactGeneSorcerers
1481,YssarilTribes
1482,MahactGeneSorcerers
1484,MahactGeneSorcerers
1489,Firmament
1492,Arborec
1494,ArgentFlight
1499,Nomad
1500,EmiratesofHacan
1505,ArgentFlight
1507,L1Z1XMindnet
1508,EmiratesofHacan
1510,Winnu
1513,RalNelConsortium
1517,L1Z1XMindnet
1518,EmbersofMuaat
1520,ClanofSaar
1523,SardakkN'orr
1525,YssarilTribes
1526,L1Z1XMindnet
1528,GhostsofCreuss
1529,TitansofUl
1530,YinBrotherhood
1531,CrimsonRebellion
1538,UniversitiesofJolNar
1539,NekroVirus
1540,GhostsofCreuss
1547,NaaluCollective
1551,L1Z1XMindnet
1552,MentakCoalition
1567,Vuil'raithCabal
1569,CrimsonRebellion
1570,CrimsonRebellion
1580,Vuil'raithCabal
1583,MentakCoalition
1589,Empyrean
1592,XxchaKingdom
1594,EmiratesofHacan
1598,MentakCoalition
1601,YinBrotherhood
1603,YinBrotherhood
1608,MahactGeneSorcerers
1609,EmiratesofHacan
1612,FederationofSol
1613,GhostsofCreuss
1621,YssarilTribes
1623,UniversitiesofJolNar
1630,GhostsofCreuss
1631,GhostsofCreuss
1637,YinBrotherhood
1638,CrimsonRebellion
1640,EmbersofMuaat
1647,GhostsofCreuss
1651,Arborec
1657,DeepwroughtScholarate
1658,TitansofUl
1664,BaronyofLetnev
1666,MentakCoalition
1676,DeepwroughtScholarate
1731,Firmament
1737,YinBrotherhood
1742,BaronyofLetnev
1745,CrimsonRebellion
1746,RalNelConsortium
1752,MentakCoalition
1759,TitansofUl
1766,DeepwroughtScholarate
1768,Arborec
1774,RalNelConsortium
1775,EmbersofMuaat
1782,EmiratesofHacan
1785,ClanofSaar
1786,L1Z1XMindnet
1788,KeleresMentak
1790,SardakkN'orr
1791,NaaluCollective
1794,MahactGeneSorcerers
1796,MahactGeneSorcerers
1803,L1Z1XMindnet
1804,YinBrotherhood
1808,NaazRokhaAlliance
1816,YssarilTribes
1818,CrimsonRebellion
1820,BaronyofLetnev
1824,EmiratesofHacan
1827,UniversitiesofJolNar
1832,UniversitiesofJolNar
1839,FederationofSol
1840,RalNelConsortium
1844,EmbersofMuaat
1847,Winnu
1848,NaaluCollective
1854,RalNelConsortium
1859,KeleresXxcha
1863,GhostsofCreuss
1865,KeleresMentak
1868,RalNelConsortium
1874,MentakCoalition
1880,LastBastion
1888,TitansofUl
1889,UniversitiesofJolNar
1891,NaazRokhaAlliance
1896,NaaluCollective
1897,L1Z1XMindnet
1898,BaronyofLetnev
1899,RalNelConsortium
1906,NekroVirus
1914,EmbersofMuaat
1918,MahactGeneSorcerers
1920,Winnu
1924,SardakkN'orr
1926,EmbersofMuaat
1933,EmbersofMuaat
1934,UniversitiesofJolNar
1935,Winnu
1936,CrimsonRebellion
1938,Empyrean
1939,Winnu
1944,GhostsofCreuss
1949,RalNelConsortium
1959,SardakkN'orr
1961,GhostsofCreuss
1963,Empyrean
1965,Nomad
1967,MentakCoalition
1971,Winnu
1975,XxchaKingdom
1978,KeleresMentak
1979,EmiratesofHacan
1990,CrimsonRebellion
1992,DeepwroughtScholarate
1993,RalNelConsortium
1997,NekroVirus
2021,TitansofUl
2023,YssarilTribes
2024,EmiratesofHacan
2028,LastBastion
2033,NekroVirus
2042,FederationofSol
2043,EmbersofMuaat
2049,TitansofUl
2050,UniversitiesofJolNar
2054,SardakkN'orr
2059,MahactGeneSorcerers
2064,BaronyofLetnev
2065,FederationofSol
2068,XxchaKingdom
2069,MentakCoalition
2072,XxchaKingdom
2077,Winnu
2083,Empyrean
2084,FederationofSol
2087,NaazRokhaAlliance
2088,Nomad
2089,Winnu
2101,NaazRokhaAlliance
2103,XxchaKingdom
2107,NaaluCollective
2116,BaronyofLetnev
2121,SardakkN'orr
2125,Arborec
2127,Firmament
2129,ClanofSaar
2137,Arborec
2141,Nomad
2145,UniversitiesofJolNar
2150,Arborec
2154,SardakkN'orr
2155,NaaluCollective
2168,NaaluCollective
2172,Firmament
2174,RalNelConsortium
2175,MahactGeneSorcerers
2180,SardakkN'orr
2183,EmiratesofHacan
2186,L1Z1XMindnet
2192,DeepwroughtScholarate
2193,Arborec
2195,RalNelConsortium
2198,YinBrotherhood
2208,FederationofSol
2212,EmiratesofHacan
2214,Winnu
2225,ClanofSaar
2232,NaazRokhaAlliance
2261,EmiratesofHacan
2263,DeepwroughtScholarate
2266,L1Z1XMindnet
2281,MahactGeneSorcerers
2283,EmbersofMuaat
2284,Arborec
2286,DeepwroughtScholarate
2287,DeepwroughtScholarate
2288,ArgentFlight
2289,Winnu
2290,Empyrean
2295,Nomad
2297,CrimsonRebellion
2302,DeepwroughtScholarate
2313,EmbersofMuaat
2315,EmbersofMuaat
2316,KeleresMentak
2321,GhostsofCreuss
2330,YssarilTribes
2331,YinBrotherhood
2334,YinBrotherhood
2335,KeleresMentak
2337,MentakCoalition
2338,Nomad
2339,NekroVirus
2342,Vuil'raithCabal
2343,UniversitiesofJolNar
2345,BaronyofLetnev
2352,EmbersofMuaat
2355,Vuil'raithCabal
2362,GhostsofCreuss
2365,EmbersofMuaat
2370,NaaluCollective
2377,EmiratesofHacan
2382,L1Z1XMindnet
2384,EmbersofMuaat
2385,GhostsofCreuss
2386,YinBrotherhood
2387,Empyrean
2390,KeleresMentak
2398,ArgentFlight
2399,YssarilTribes
2401,NekroVirus
2402,YssarilTribes
2404,GhostsofCreuss
2406,NaazRokhaAlliance
2414,FederationofSol
2434,NekroVirus
2438,YinBrotherhood
2440,YinBrotherhood
2442,YssarilTribes
2444,TitansofUl
2447,ClanofSaar
2455,Nomad
2463,KeleresMentak
2464,NaaluCollective
2469,Nomad
2472,FederationofSol
2475,EmbersofMuaat
2477,ClanofSaar
2487,EmbersofMuaat
2491,TitansofUl
2497,NaaluCollective
2501,L1Z1XMindnet
2503,SardakkN'orr
2508,ClanofSaar
2513,LastBastion
2516,DeepwroughtScholarate
2521,GhostsofCreuss
2523,Arborec
2525,FederationofSol
2526,CrimsonRebellion
2530,NaazRokhaAlliance
2538,NaaluCollective
2539,KeleresMentak
2540,Winnu
2543,TitansofUl
2544,NaaluCollective
2553,EmbersofMuaat
2555,TitansofUl
2556,EmbersofMuaat
2569,CrimsonRebellion
2572,MahactGeneSorcerers
2575,ArgentFlight
2576,BaronyofLetnev
2577,Vuil'raithCabal
2587,YssarilTribes
2588,LastBastion
2593,YinBrotherhood
2598,DeepwroughtScholarate
2603,TitansofUl
2604,DeepwroughtScholarate
2605,Winnu
2611,EmiratesofHacan
2615,GhostsofCreuss
2618,Empyrean
2619,DeepwroughtScholarate
2622,BaronyofLetnev
2625,Winnu
2631,EmbersofMuaat
2632,Empyrean
2636,LastBastion
2645,FederationofSol
2647,CrimsonRebellion
2652,EmbersofMuaat
2653,YssarilTribes
2656,MentakCoalition
2657,EmbersofMuaat
2660,CrimsonRebellion
2662,Empyrean
2663,KeleresMentak
2664,DeepwroughtScholarate
2668,Vuil'raithCabal
2678,Arborec
2687,UniversitiesofJolNar
2688,BaronyofLetnev
2693,UniversitiesofJolNar
2706,Arborec
2716,FederationofSol
2725,KeleresMentak
2733,Winnu
2748,LastBastion
2749,YinBrotherhood
2754,GhostsofCreuss
2760,FederationofSol
2767,Firmament
2771,RalNelConsortium
2773,GhostsofCreuss
2781,YinBrotherhood
2788,LastBastion
2794,SardakkN'orr
2798,YssarilTribes
2804,UniversitiesofJolNar
2806,NekroVirus
2817,Arborec
2820,EmiratesofHacan
2832,EmiratesofHacan
2833,YinBrotherhood
